Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,RSI,BB_Middle,BB_Upper,BB_Lower,Log_Returns
2021-07-23,116.0,138.89999389648438,115.0,126.0,126.0,694895290,,,,,,,
2021-07-26,126.3499984741211,143.75,125.30000305175781,140.64999389648438,140.64999389648438,249723854,,,,,,,0.10999258458932384
2021-07-27,141.6999969482422,147.8000030517578,127.75,132.89999389648438,132.89999389648438,240341900,,,,,,,-0.05667757174722872
2021-07-28,131.0,135.0,123.55000305175781,131.1999969482422,131.1999969482422,159793731,,,,,,,-0.012874066543933934
2021-07-29,134.9499969482422,144.0,132.1999969482422,141.5500030517578,141.5500030517578,117973089,,,,,,,0.075930179867844
2021-07-30,142.60000610351562,142.6999969482422,131.0,133.5,133.5,88312522,,,,,,,-0.05855155527717901
2021-08-02,135.75,140.75,135.14999389648438,139.6999969482422,139.6999969482422,66909732,,,,,,,0.04539576657753071
2021-08-03,137.0,140.8000030517578,137.0,139.39999389648438,139.39999389648438,46610001,,,,,,,-0.0021497898755991137
2021-08-04,139.8000030517578,141.0,135.25,138.39999389648438,138.39999389648438,41134419,,,,,,,-0.0071994554592140925
2021-08-05,138.75,138.89999389648438,132.0,134.9499969482422,134.9499969482422,38437134,,,,,,,-0.025243682232997423
2021-08-06,135.5,136.1999969482422,130.10000610351562,131.35000610351562,131.35000610351562,31975356,,,,,,,-0.02703875425090426
2021-08-09,132.39999389648438,133.5500030517578,127.25,130.60000610351562,130.60000610351562,41358299,,,,,,,-0.005726299022367697
2021-08-10,131.0,131.4499969482422,122.0999984741211,125.19999694824219,125.19999694824219,43164004,,,,,,,-0.04222682928581701
2021-08-11,123.0,138.75,123.0,135.64999389648438,135.64999389648438,111702781,,,56.551252339577594,,,,0.08016555981941802
2021-08-12,135.64999389648438,137.39999389648438,132.0500030517578,135.4499969482422,135.4499969482422,51256670,,,56.39810299239663,,,,-0.0014754481097613522
2021-08-13,133.85000610351562,139.75,132.10000610351562,137.35000610351562,137.35000610351562,33674300,,,47.29951926078541,,,,0.013929910978371707
2021-08-16,136.39999389648438,136.89999389648438,132.25,134.9499969482422,134.9499969482422,20305361,,,51.83856725620772,,,,-0.017628140128939446
2021-08-17,132.8000030517578,134.35000610351562,130.60000610351562,132.5,132.5,15815187,,,51.15044486784947,,,,-0.018321671423747576
2021-08-18,134.5,136.8000030517578,133.3000030517578,134.9499969482422,134.9499969482422,22566920,,,43.20987111662297,,,,0.0183216714237476
2021-08-20,134.9499969482422,141.4499969482422,133.0,139.3000030517578,139.3000030517578,53789580,134.777498626709,,56.4587994088155,134.777498626709,143.82197662132833,125.73302063208963,0.03172558584354446
2021-08-23,137.8000030517578,137.8000030517578,124.75,127.25,127.25,68470861,134.839998626709,,37.73399684240878,134.839998626709,143.64314272843953,126.03685452497845,-0.09047624726293683
2021-08-24,127.25,127.94999694824219,120.5,125.0,125.0,56713556,134.05749893188477,,36.33776986624385,134.05749893188477,143.44871886666292,124.66627899710662,-0.017839918128331005
2021-08-25,126.0,128.5,123.0999984741211,124.25,124.25,51078811,133.62499923706054,,36.51097177953804,133.62499923706054,143.98720184809395,123.26279662602713,-0.006018072325563021
2021-08-26,125.25,127.1500015258789,124.3499984741211,125.8499984741211,125.8499984741211,20645403,133.35749931335448,,41.00790908659134,133.35749931335448,144.2461344373512,122.46886418935776,0.012795044480002555
2021-08-27,126.5999984741211,129.5,124.0999984741211,124.69999694824219,124.69999694824219,22227595,132.5149990081787,,43.09449035987273,132.5149990081787,143.3419670438467,121.68803097251072,-0.00917988124354746
2021-08-30,127.8499984741211,135.4499969482422,127.55000305175781,133.5500030517578,133.5500030517578,45239080,132.5174991607666,,52.622218086904255,132.5174991607666,143.34544795243886,121.68955036909432,0.068565134193827
2021-08-31,134.0,135.1999969482422,131.35000610351562,134.5500030517578,134.5500030517578,24640924,132.25999946594237,,59.016395613592884,132.25999946594237,142.60283764060753,121.91716129127721,0.007459937447111736
2021-09-01,134.5500030517578,135.10000610351562,130.6999969482422,132.60000610351562,132.60000610351562,16162269,131.92000007629395,,46.48213807384546,131.92000007629395,141.70669377642548,122.13330637616241,-0.014598776072841399
2021-09-02,132.0,138.5,131.5,137.60000610351562,137.60000610351562,27882466,131.8800006866455,,52.232614813218575,131.8800006866455,141.56115083625986,122.19885053703113,0.03701384607489664
2021-09-03,135.9499969482422,151.39999389648438,135.60000610351562,149.75,149.75,113381518,132.6200008392334,,60.61643146623092,132.6200008392334,145.13653447690027,120.10346720156654,0.08461626713937155
2021-09-06,149.25,149.35000610351562,143.25,144.0500030517578,144.0500030517578,34811620,133.2550006866455,,57.37439753129103,133.2550006866455,146.75057294895134,119.75942842433967,-0.03880675427961494
2021-09-07,144.89999389648438,146.85000610351562,138.5500030517578,140.0500030517578,140.0500030517578,30421931,133.7275005340576,,55.96838185909708,133.7275005340576,147.49074429609627,119.96425677201894,-0.028160959219338696
2021-09-08,141.0,143.60000610351562,139.0500030517578,141.25,141.25,28133284,134.5300006866455,,55.080647622385335,134.5300006866455,148.06955074885872,120.99045062443228,0.00853184652994527
2021-09-09,141.39999389648438,142.89999389648438,140.0,141.60000610351562,141.60000610351562,18970691,134.82750129699707,,51.98276125151535,134.82750129699707,148.72735123943127,120.92765135456287,0.00247485433699213
2021-09-13,143.25,144.25,142.0,143.14999389648438,143.14999389648438,17426798,135.21250114440917,,66.7368410570136,135.21250114440917,149.60284563820412,120.82215665061423,0.010886764543377645
2021-09-14,145.14999389648438,152.75,136.1999969482422,144.10000610351562,144.10000610351562,112358935,135.55000114440918,,70.67100364196273,135.55000114440918,150.4587076189628,120.64129466985555,0.006614556454666748
2021-09-15,142.9499969482422,145.0,140.75,142.64999389648438,142.64999389648438,38892545,135.93500099182128,,69.61619435463956,135.93500099182128,151.17252846033307,120.6974735233095,-0.010113510488728664
2021-09-16,143.0,144.0,141.5,142.0500030517578,142.0500030517578,17634206,136.4125011444092,,67.64706322341077,136.4125011444092,151.79464764026346,121.03035464855492,-0.004214905088973852
2021-09-17,142.5500030517578,146.89999389648438,137.14999389648438,137.89999389648438,137.89999389648438,23264091,136.56000099182128,,63.49692686797655,136.56000099182128,151.93967410078707,121.18032788285548,-0.02965038924507592
2021-09-20,137.6999969482422,140.85000610351562,133.25,134.3000030517578,134.3000030517578,19799941,136.31000099182128,,50.85910664933725,136.31000099182128,151.66467192770608,120.95533005593647,-0.026452614286178008
2021-09-21,137.1999969482422,138.0,131.0,133.4499969482422,133.4499969482422,19330196,136.6200008392334,,48.73562516837285,136.6200008392334,151.4457403692661,121.79426130920069,-0.006349273270271407
2021-09-22,135.39999389648438,135.39999389648438,131.3000030517578,132.10000610351562,132.10000610351562,16923375,136.9750011444092,,49.41724933433968,136.9750011444092,150.9444983925108,123.00550389630757,-0.010167595250328535
2021-09-23,134.5,140.39999389648438,133.0500030517578,137.3000030517578,137.3000030517578,31779169,137.62750129699708,,49.651968543521726,137.62750129699708,150.2483895517865,125.00661304220768,0.03860907726882711
2021-09-24,137.5500030517578,139.5,136.0500030517578,136.64999389648438,136.64999389648438,13099391,138.16750106811523,,29.272146244841707,138.16750106811523,149.52787865203186,126.80712348419858,-0.0047454672920988344
2021-09-27,139.85000610351562,144.75,138.0,143.6999969482422,143.6999969482422,26041244,139.11750106811525,,49.46888319598113,139.11750106811525,148.78797912714478,129.4470230090857,0.05030490413921406
2021-09-28,143.89999389648438,143.89999389648438,137.64999389648438,139.0,139.0,13489232,139.39000091552734,,48.43981758383376,139.39000091552734,148.7003555583333,130.07964627272136,-0.03325383871728088
2021-09-29,138.0,139.5,136.5,138.5,138.5,10801439,139.58750076293944,,45.82701216812725,139.58750076293944,148.62926631589224,130.54573520998665,-0.0036036075032985443
2021-09-30,139.1999969482422,139.1999969482422,136.14999389648438,136.60000610351562,136.60000610351562,7825751,139.78750076293946,,42.7536231884058,139.78750076293946,148.34233052492695,131.23267100095197,-0.01381333380903819
2021-10-01,137.3000030517578,140.5,137.0,138.0,138.0,11940576,139.80750045776367,,42.50364922648836,139.80750045776367,148.34264525726832,131.27235565825902,0.010196693338849584
2021-10-04,139.10000610351562,140.0,138.0,139.10000610351562,139.10000610351562,11995299,139.27500076293944,135.92300003051758,42.7536231884058,139.27500076293944,146.41285304451537,132.1371484813635,0.007939457650808545
2021-10-05,138.75,138.8000030517578,137.14999389648438,137.9499969482422,137.9499969482422,10912142,138.97000045776366,136.16199996948242,43.12865881924625,138.97000045776366,145.76166604213506,132.17833487339226,-0.008301864266920774
2021-10-06,138.75,139.1999969482422,133.6999969482422,134.9499969482422,134.9499969482422,9988184,138.7150001525879,136.04800003051758,40.300539727459736,138.7150001525879,145.7156835207039,131.7143167844719,-0.02198696169106804
2021-10-07,136.75,138.4499969482422,136.0500030517578,137.10000610351562,137.10000610351562,7317664,138.50750045776368,136.1320002746582,48.843948479986736,138.50750045776368,145.4374705387053,131.57753037682207,0.015806314236956876
2021-10-08,138.0,138.0,135.6999969482422,136.14999389648438,136.14999389648438,6207969,138.2349998474121,136.23100021362305,52.89513185349473,138.2349998474121,145.08105779337706,131.38894190144714,-0.006953456796560906
2021-10-11,137.5,137.5,136.14999389648438,136.85000610351562,136.85000610351562,4395523,137.92000045776368,136.1370002746582,55.34592070140452,137.92000045776368,144.3828818178857,131.45711909764165,0.005128305796307741
2021-10-12,137.3000030517578,137.75,135.5,136.60000610351562,136.60000610351562,5600652,137.54500045776368,136.1990003967285,57.32898002841014,137.54500045776368,143.33318049752043,131.75682041800692,-0.0018284882683731042
2021-10-13,137.25,137.39999389648438,134.35000610351562,135.4499969482422,135.4499969482422,6351349,137.18500061035155,136.11400039672853,46.52907637852712,137.18500061035155,142.5136810575132,131.8563201631899,-0.00845444581776291
2021-10-14,135.89999389648438,137.3000030517578,133.6999969482422,135.0,135.0,8688177,136.83250045776367,136.02600051879884,46.88092394847211,136.83250045776367,141.72064550414473,131.94435541138262,-0.0033277675621627466
2021-10-18,136.0,146.14999389648438,135.89999389648438,144.0500030517578,144.0500030517578,31446800,137.14000091552734,136.1390007019043,50.6151240384832,137.14000091552734,142.99002098379316,131.28998084726152,0.06488570427751429
2021-10-19,144.89999389648438,145.10000610351562,137.25,138.5500030517578,138.5500030517578,14688308,137.35250091552734,136.21100082397462,49.23077565128844,137.35250091552734,143.07553624292862,131.62946558812607,-0.03892918938055593
2021-10-20,138.5,140.39999389648438,133.85000610351562,137.89999389648438,137.89999389648438,12607297,137.57500076293945,136.34200057983398,48.979583363176154,137.57500076293945,142.99732248670892,132.15267903916998,-0.004702552796579527
2021-10-21,139.75,139.89999389648438,135.8000030517578,138.14999389648438,138.14999389648438,5951873,137.87750015258788,136.49300033569335,52.792764655553526,137.87750015258788,142.64984160879365,133.10515869638212,0.0018112666502643558
2021-10-22,138.9499969482422,142.0,135.8000030517578,137.75,137.75,11468458,137.9,136.74400039672852,49.53271134658079,137.9,142.66511517846587,133.13488482153414,-0.002899559156048776
2021-10-25,138.0,138.9499969482422,131.5500030517578,132.6999969482422,132.6999969482422,13530512,137.7025001525879,136.68500045776366,39.57655200727252,137.7025001525879,142.98509172828307,132.41990857689274,-0.03734952969228367
2021-10-26,133.0,137.35000610351562,133.0,135.4499969482422,135.4499969482422,6445894,137.29000015258788,136.68500045776366,46.130036810001435,137.29000015258788,141.8380616994295,132.74193860574627,0.020511627659851882
2021-10-27,136.1999969482422,139.25,134.5,134.8000030517578,134.8000030517578,8982174,137.0800003051758,136.6340003967285,49.749593184451236,137.0800003051758,141.68313632033036,132.4768642900212,-0.004810324883232839
2021-10-28,135.35000610351562,136.5,131.5,135.60000610351562,135.60000610351562,11936370,136.93500061035155,136.64700057983399,47.377625735462026,136.93500061035155,141.53249594792345,132.33750527277965,0.0059171994001119745
2021-10-29,135.0,135.0,130.5,131.5500030517578,131.5500030517578,12925877,136.68250045776367,136.62800064086915,42.74450022214275,136.68250045776367,141.87381763968116,131.49118327584617,-0.03032238983270683
2021-11-01,133.60000610351562,134.3000030517578,132.0,132.64999389648438,132.64999389648438,6200243,136.41500015258788,136.582000579834,43.45792615508061,136.41500015258788,141.8653618547934,130.96463845038235,0.008327003886803524
2021-11-02,132.6999969482422,133.60000610351562,131.75,132.4499969482422,132.4499969482422,7367792,136.0824996948242,136.44500045776368,43.52572736331483,136.0824996948242,141.6532213738363,130.51177801581213,-0.0015088418943186384
2021-11-03,132.89999389648438,132.89999389648438,127.5,128.35000610351562,128.35000610351562,15919925,135.60250015258788,136.46700057983398,39.8571515141739,135.60250015258788,142.07677938588745,129.1282209192883,-0.031444237806414865
2021-11-04,130.0,132.39999389648438,130.0,131.35000610351562,131.35000610351562,4101820,135.42250061035156,136.5940007019043,45.139820129092236,135.42250061035156,142.1676717260866,128.67732949461652,0.023104607728285688
2021-11-08,132.9499969482422,133.60000610351562,130.60000610351562,131.14999389648438,131.14999389648438,17645794,135.125,136.732000579834,27.52611406451119,135.125,142.08023264183691,128.16976735816309,-0.0015239028246725886
2021-11-09,133.0,138.89999389648438,131.64999389648438,137.64999389648438,137.64999389648438,26457361,135.2,136.96800048828126,48.484832916242596,135.2,142.2336779616552,128.1663220383448,0.04837252747333516
2021-11-10,136.5,139.14999389648438,135.0,136.0500030517578,136.0500030517578,16816048,135.1599998474121,137.19500061035157,46.98206829669479,135.1599998474121,142.16320147203044,128.15679822279378,-0.011691699587378675
2021-11-11,142.0,144.0,132.60000610351562,140.89999389648438,140.89999389648438,83582039,135.37499923706054,137.3420004272461,53.90071259688799,135.37499923706054,142.81475553812456,127.93524293599651,0.03502788792616262
2021-11-12,142.0,155.1999969482422,142.0,153.0,153.0,140547798,136.25249938964845,137.71100036621092,66.24068791002932,136.25249938964845,147.09245736706166,125.41254141223524,0.08238754580586874
2021-11-15,149.0,163.3000030517578,142.35000610351562,160.3000030517578,160.3000030517578,121197599,137.51749954223632,138.2650003051758,78.0487971293617,137.51749954223632,152.75496336256066,122.28003572191199,0.04660915726086207
2021-11-16,161.14999389648438,169.0,153.8000030517578,157.60000610351562,157.60000610351562,109342731,138.19499969482422,138.6650003051758,72.53308116220177,138.19499969482422,155.69272755337366,120.69727183627477,-0.0169868625016285
2021-11-17,155.9499969482422,162.25,154.25,156.5500030517578,156.5500030517578,44505156,139.09499969482422,138.80100036621093,71.94753315669472,139.09499969482422,158.42531350421876,119.76468588542969,-0.00668474888543267
2021-11-18,158.89999389648438,161.85000610351562,152.5,154.6999969482422,154.6999969482422,46802082,139.93499984741212,139.01400024414062,68.8735121547133,139.93499984741212,160.4692628557296,119.40073683909463,-0.011887729414157437
2021-11-22,158.25,158.25,136.8000030517578,149.75,149.75,79417849,140.5150001525879,139.20800018310547,67.66990518511582,140.5150001525879,161.48759265262777,119.54240765254804,-0.032520500856520224
2021-11-23,150.0,152.0,144.25,148.6999969482422,148.6999969482422,38236588,141.0625,139.3570001220703,65.5976715294112,141.0625,162.30119158851954,119.82380841148046,-0.007036404052366941
2021-11-24,151.10000610351562,156.39999389648438,149.60000610351562,155.5,155.5,53749976,142.2025001525879,139.635,69.8535760895708,142.2025001525879,163.99171785726938,120.41328244790643,0.04471489867609695
2021-11-25,157.0,161.3000030517578,154.0500030517578,159.75,159.75,48900473,143.4175003051758,139.96700012207032,76.97593411560392,143.4175003051758,166.30372453594038,120.5312760744112,0.02696436163835542
2021-11-26,158.4499969482422,158.4499969482422,146.25,148.14999389648438,148.14999389648438,35968151,144.08499984741212,140.0479998779297,62.574837715513205,144.08499984741212,166.68996253831077,121.48003715651348,-0.07538486043628634
