Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,RSI,BB_Middle,BB_Upper,BB_Lower,Log_Returns,Buy_Signal,Sell_Signal
2020-01-01,3.549999952316284,3.6500000953674316,3.5,3.6500000953674316,3.6500000953674316,18323699,,,,,,,,False,False
2020-01-02,3.6500000953674316,3.700000047683716,3.5,3.549999952316284,3.549999952316284,14739717,,,,,,,-0.027779603667171558,False,False
2020-01-03,3.549999952316284,3.549999952316284,3.4000000953674316,3.450000047683716,3.450000047683716,9106074,,,,,,,-0.028573345190656557,False,False
2020-01-06,3.4000000953674316,3.549999952316284,3.299999952316284,3.299999952316284,3.299999952316284,15665622,,,,,,,-0.0444517908418116,False,False
2020-01-07,3.1500000953674316,3.25,3.1500000953674316,3.1500000953674316,3.1500000953674316,13551600,,,,,,,-0.04651997090990719,False,False
2020-01-08,3.0,3.0999999046325684,3.0,3.0,3.0,6699653,,,,,,,-0.04879019444480666,False,False
2020-01-09,2.8499999046325684,2.9000000953674316,2.8499999046325684,2.8499999046325684,2.8499999046325684,26806352,,,,,,,-0.05129332784980785,False,False
2020-01-10,2.75,2.75,2.75,2.75,2.75,4288283,,,,,,,-0.03571804913982199,False,False
2020-01-13,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2467930,,,,,,,-0.03704123569263968,False,False
2020-01-14,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,3400169,,,,,,,-0.03846633551500206,False,False
2020-01-15,2.450000047683716,2.6500000953674316,2.450000047683716,2.5999999046325684,2.5999999046325684,86784608,,,,,,,0.019418067876816054,False,False
2020-01-16,2.5,2.5,2.5,2.5,2.5,7155688,,,,,,,-0.03922067647349926,False,False
2020-01-17,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,3179599,,,,,,,-0.04082195478382607,False,False
2020-01-20,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,1834847,,,3.448272460139279,,,,-0.04255967488727559,False,False
2020-01-21,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,2528966,,,3.2258034744817508,,,,-0.044451720164367166,False,False
2020-01-22,2.0999999046325684,2.1500000953674316,2.0999999046325684,2.0999999046325684,2.0999999046325684,25625642,,,3.2258034744817508,,,,-0.04652008272237262,False,False
2020-01-23,2.0,2.200000047683716,2.0,2.200000047683716,2.200000047683716,97526532,,,9.677424316723204,,,,0.04652008272237256,False,False
2020-01-24,2.25,2.299999952316284,2.0999999046325684,2.0999999046325684,2.0999999046325684,81236729,,,10.000004768370829,,,,-0.04652008272237262,False,False
2020-01-27,2.0,2.0,2.0,2.0,2.0,6696006,,,10.34483212211238,,,,-0.04879011875636827,False,False
2020-01-28,1.899999976158142,2.049999952316284,1.899999976158142,1.899999976158142,1.899999976158142,66200601,2.6599999964237213,,10.714290884075538,2.6599999964237213,3.73683750480005,1.5831624880473927,-0.05129330693589688,False,False
2020-01-29,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,9841916,2.5699999928474426,,11.538468239575081,2.5699999928474426,3.5982330290153524,1.5417669566795327,-0.02666822164632427,False,False
2020-01-30,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,4660995,2.4824999928474427,,12.000005340575157,2.4824999928474427,3.4559772362251433,1.509022749469742,-0.02739901356655871,False,False
2020-01-31,1.75,1.75,1.75,1.75,1.75,5338930,2.397499990463257,,12.500004967052547,2.397499990463257,3.310260419783915,1.4847395611425989,-0.028170850475742682,False,False
2020-02-03,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,2502962,2.3149999916553496,,12.500006208816302,2.3149999916553496,3.1813899853418066,1.4486099979688927,-0.05884051447254439,False,False
2020-02-04,1.600000023841858,1.7000000476837158,1.600000023841858,1.649999976158142,1.649999976158142,68455168,2.2399999856948853,,8.695662990632954,2.2399999856948853,3.060526136539034,1.4194738348507365,0.0,False,False
2020-02-05,1.600000023841858,1.649999976158142,1.600000023841858,1.600000023841858,1.600000023841858,27020870,2.169999986886978,,9.090919928114644,2.169999986886978,2.955660950703165,1.384339023070791,-0.030771629315981694,False,False
2020-02-06,1.600000023841858,1.649999976158142,1.600000023841858,1.649999976158142,1.649999976158142,23295362,2.109999990463257,,14.285719151398126,2.109999990463257,2.8594559467428144,1.3605440341836994,0.03077162931598164,False,False
2020-02-07,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1218177,2.0574999928474424,,20.000011920926113,2.0574999928474424,2.764066939843943,1.350933045850942,0.029853005648536365,False,False
2020-02-10,1.75,1.75,1.75,1.75,1.75,10294818,2.012499988079071,,26.315794096757756,2.012499988079071,2.673340745364372,1.35165923079377,0.028987508824008093,False,False
2020-02-11,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1305857,1.974999988079071,,33.33333774849174,1.974999988079071,2.5910143350529533,1.3589856411051886,0.028170850475742706,False,False
2020-02-12,1.850000023841858,1.850000023841858,1.75,1.75,1.75,42269304,1.9324999928474427,,23.52940598986075,1.9324999928474427,2.48048675152704,1.3845132341678452,-0.028170850475742682,False,False
2020-02-13,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7999999523162842,1.7999999523162842,9839587,1.8974999904632568,,31.249996274708366,1.8974999904632568,2.3781519743797435,1.4168480065467701,0.028170850475742706,False,False
2020-02-14,1.7999999523162842,1.850000023841858,1.75,1.75,1.75,10171900,1.8649999856948853,,33.33332803514101,1.8649999856948853,2.286900435754557,1.4430995356352134,-0.028170850475742682,False,False
2020-02-17,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.75,1.75,10629507,1.837499988079071,,38.461535640015676,1.837499988079071,2.2086645791007675,1.4663353970573745,0.0,False,False
2020-02-18,1.7999999523162842,1.7999999523162842,1.7000000476837158,1.7000000476837158,1.7000000476837158,12484282,1.812499988079071,,38.461535640015676,1.812499988079071,2.1463373011617652,1.478662674996377,-0.02898750882400805,False,False
2020-02-19,1.7000000476837158,1.75,1.649999976158142,1.75,1.75,9500518,1.7949999928474427,,46.1538475646078,1.7949999928474427,2.100906745051537,1.4890932406433484,0.028987508824008093,False,False
2020-02-20,1.7999999523162842,1.7999999523162842,1.75,1.7999999523162842,1.7999999523162842,7710936,1.774999988079071,,53.8461524353922,1.774999988079071,2.014517011459074,1.5354829646990682,0.028170850475742706,False,False
2020-02-24,1.850000023841858,1.850000023841858,1.7999999523162842,1.850000023841858,1.850000023841858,10726490,1.7624999940395356,,66.66667991215064,1.7624999940395356,1.9513329661307188,1.5736670219483524,0.027399013566558723,False,False
2020-02-25,1.850000023841858,1.899999976158142,1.7999999523162842,1.899999976158142,1.899999976158142,6304700,1.7574999928474426,,69.23078051686244,1.7574999928474426,1.923806606267689,1.5911933794271962,0.026668221646324243,False,False
2020-02-26,1.9500000476837158,1.9500000476837158,1.850000023841858,1.850000023841858,1.850000023841858,4105755,1.7549999952316284,,69.23078051686244,1.7549999952316284,1.9136123904787015,1.5963875999845554,-0.02666822164632427,False,False
2020-02-27,1.850000023841858,1.850000023841858,1.7999999523162842,1.7999999523162842,1.7999999523162842,4670688,1.7524999916553496,,61.53846435998433,1.7524999916553496,1.9063112067639425,1.5986887765467568,-0.02739901356655871,False,False
2020-02-28,1.75,1.75,1.75,1.75,1.75,1139564,1.7499999940395354,,53.8461524353922,1.7499999940395354,1.9021771628966684,1.5978228251824025,-0.028170850475742682,False,False
2020-03-02,1.7000000476837158,1.75,1.7000000476837158,1.7000000476837158,1.7000000476837158,5914069,1.7474999964237212,,46.1538475646078,1.7474999964237212,1.9013112107164871,1.5936887821309553,-0.02898750882400805,False,False
2020-03-03,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,1645320,1.7474999964237212,,38.461535640015676,1.7474999964237212,1.9013112107164871,1.5936887821309553,-0.029853005648536338,False,False
