Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,RSI,BB_Middle,BB_Upper,BB_Lower,Log_Returns
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.79603576660156,135480400,,,,,,,
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.08828735351562,146322800,,,,,,,-0.00976960306049766
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.66270446777344,118387200,,,,,,,0.00793666639423103
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.32096099853516,108872000,,,,,,,-0.004714140155944748
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.48433685302734,132079200,,,,,,,0.015958274951065204
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.04521179199219,170108400,,,,,,,0.021018372269413728
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.21488952636719,140644800,,,,,,,0.0022581521277163447
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.82179260253906,121532000,,,,,,,0.021139351847751234
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.78443908691406,161954400,,,,,,,-0.013595276063127494
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45967102050781,121923600,,,,,,,-0.0042947290828305364
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.40492248535156,108829200,,,,,,,0.012448671661775561
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.25077819824219,137816400,,,,,,,0.011010161368047904
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.7272720336914,110843200,,,,,,,-0.006799974572640368
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.00115966796875,101832400,,,70.86843370663613,,,,0.003563170396134458
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.3719711303711,104472000,,,71.90257027543723,,,,0.0048043008382272516
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.14900207519531,146537600,,,75.40148088306488,,,,-0.002886137509897144
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88041687011719,161940000,,,59.513444497186214,,,,-0.029846252008602123
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99871826171875,162234000,,,67.41248082325902,,,,0.02789658121117404
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.61048126220703,216229200,,,68.46516322138224,,,,0.020716264770759222
